"1","Villanova","34","30-4","2960","87.1"
"2","Savannah St.","32","15-17","2754","86.1"
"3","Portland St.","33","20-13","2833","85.8"
"4","Oklahoma","31","18-13","2640","85.2"
"5","William & Mary","31","19-12","2636","85.0"
"6","South Dakota St.","34","28-6","2885","84.9"
"7","Buffalo","34","26-8","2883","84.8"
"8","Duke","33","26-7","2795","84.7"
"9","Gonzaga","34","30-4","2873","84.5"
"10","Creighton","32","21-11","2697","84.3"
"11","Xavier","33","28-5","2781","84.3"
"12","Marshall","34","24-10","2865","84.3"
"13","Niagara","32","19-13","2683","83.8"
"14","Arizona St.","31","20-11","2589","83.5"
"15","Louisiana","33","27-6","2753","83.4"
"","UNLV","33","20-13","2753","83.4"
"17","Auburn","32","25-7","2668","83.4"
"18","Nevada","34","27-7","2825","83.1"
"19","Wichita St.","32","25-7","2656","83.0"
"","TCU","32","21-11","2656","83.0"
"21","Lipscomb","32","23-9","2642","82.6"
"22","Nicholls St.","32","21-11","2641","82.5"
"23","The Citadel","32","11-21","2639","82.5"
"24","Purdue Fort Wayne","33","18-15","2716","82.3"
"25","New Mexico","34","19-15","2795","82.2"
"26","North Carolina","35","25-10","2869","82.0"
"27","Bethune-Cookman","32","18-14","2622","81.9"
"28","Rider","32","22-10","2620","81.9"
"29","Florida St.","31","20-11","2533","81.7"
"30","Kansas","34","27-7","2771","81.5"
"31","FGCU","35","23-12","2847","81.3"
"32","NC State","32","21-11","2599","81.2"
"33","Marquette","32","19-13","2598","81.2"
"34","UCLA","33","21-12","2679","81.2"
"35","Purdue","34","28-6","2759","81.1"
"","Bucknell","34","25-9","2759","81.1"
"","SFA","34","28-6","2759","81.1"
"38","Arkansas","34","23-11","2757","81.1"
"39","South Dakota","34","26-8","2755","81.0"
"40","Michigan St.","33","29-4","2672","81.0"
"41","Arizona","34","27-7","2750","80.9"
"42","Central Ark.","33","17-16","2668","80.8"
"","North Florida","33","14-19","2668","80.8"
"44","Northern Colo.","34","22-12","2740","80.6"
"45","Wyoming","33","20-13","2633","79.8"
"","Iona","33","20-13","2633","79.8"
"47","Virginia Tech","32","21-11","2551","79.7"
"48","Iowa","33","14-19","2630","79.7"
