"1","Virginia","32","29-3","1622","50.7"
"2","San Diego St.","34","26-8","1807","53.1"
"3","Kentucky","34","34-0","1835","54.0"
"4","UNI","33","30-3","1792","54.3"
"5","N.C. Central","33","25-8","1821","55.2"
"6","Cincinnati","32","22-10","1769","55.3"
"7","Wichita St.","32","28-4","1786","55.8"
"8","Wyoming","34","25-9","1903","56.0"
"9","Wisconsin","34","31-3","1908","56.1"
"10","Old Dominion","31","24-7","1758","56.7"
"11","Utah","32","24-8","1822","56.9"
"12","Harvard","29","22-7","1660","57.2"
"13","Vermont","31","18-13","1789","57.7"
"14","American","33","17-16","1933","58.6"
"15","Arizona","34","31-3","1993","58.6"
"16","Oregon St.","31","17-14","1834","59.2"
"17","Valparaiso","33","28-5","1956","59.3"
"18","New Mexico St.","33","23-10","1958","59.3"
"19","Cal Poly","29","13-16","1721","59.3"
"20","Sam Houston St.","33","25-8","1959","59.4"
"21","Louisville","32","24-8","1905","59.5"
"22","La.-Monroe","33","21-12","1970","59.7"
"23","Stony Brook","34","23-11","2030","59.7"
"24","Rhode Island","32","23-9","1912","59.8"
"25","SMU","33","27-6","1972","59.8"
"26","UConn","34","20-14","2033","59.8"
"","Wofford","34","28-6","2033","59.8"
"28","Texas St.","31","14-17","1854","59.8"
"29","Florida","33","16-17","1980","60.0"
"30","Tulsa","33","23-10","1981","60.0"
"31","Ga. Southern","31","22-9","1865","60.2"
"32","New Mexico","31","15-16","1866","60.2"
"33","Albany (NY)","32","24-8","1927","60.2"
"34","Saint Peter's","34","16-18","2048","60.2"
"35","Boise St.","33","25-8","1989","60.3"
"","Loyola Chicago","33","20-13","1989","60.3"
"37","Baylor","33","24-9","1991","60.3"
"38","Yale","32","22-10","1931","60.3"
"39","Texas","33","20-13","1993","60.4"
"40","Richmond","32","19-13","1935","60.5"
"41","Green Bay","32","24-8","1937","60.5"
"42","Temple","33","23-10","2000","60.6"
"43","Villanova","34","32-2","2070","60.9"
"44","Dayton","33","25-8","2010","60.9"
"45","Gonzaga","34","32-2","2071","60.9"
"46","USC Upstate","35","24-11","2138","61.1"
"47","George Washington","34","22-12","2079","61.1"
"48","Butler","32","22-10","1958","61.2"
"49","Cornell","30","13-17","1838","61.3"
"50","Cleveland St.","32","18-14","1961","61.3"
"51","Bradley","33","9-24","2026","61.4"
"52","CSU Bakersfield","33","14-19","2028","61.5"
"53","North Dakota St.","32","23-9","1969","61.5"
"54","Pepperdine","31","18-13","1910","61.6"
"55","New Hampshire","32","19-13","1973","61.7"
"56","Coastal Caro.","33","24-9","2035","61.7"
"57","Iowa","32","21-11","1980","61.9"
"58","Southern Ill.","33","12-21","2044","61.9"
"59","Seattle U","31","16-15","1922","62.0"
"","South Carolina","33","17-16","2046","62.0"
"61","Columbia","28","13-15","1737","62.0"
"62","Clemson","31","16-15","1927","62.2"
"63","Georgia St.","33","24-9","2053","62.2"
"64","Dartmouth","28","14-14","1742","62.2"
"65","Middle Tenn.","35","19-16","2179","62.3"
"66","Canisius","30","16-14","1868","62.3"
"67","Mercer","33","18-15","2055","62.3"
"","La Salle","33","17-16","2055","62.3"
"69","Texas A&M","32","21-11","1993","62.3"
"70","UC Irvine","33","21-12","2056","62.3"
"71","Bowling Green","32","21-11","1994","62.3"
"72","Oklahoma St.","31","18-13","1932","62.3"
"73","Ohio St.","33","23-10","2057","62.3"
"74","TCU","33","18-15","2058","62.4"
"75","Illinois St.","33","21-12","2064","62.5"
"76","Bethune-Cookman","32","11-21","2003","62.6"
"77","Howard","32","16-16","2004","62.6"
"78","Kent St.","32","21-11","2007","62.7"
"79","Oklahoma","32","22-10","2008","62.8"
"80","FGCU","32","22-10","2010","62.8"
"81","San Diego","31","15-16","1949","62.9"
"82","Akron","35","21-14","2203","62.9"
"83","Denver","30","12-18","1890","63.0"
"84","Memphis","32","18-14","2019","63.1"
"85","Nebraska","31","13-18","1957","63.1"
"86","UC Santa Barbara","32","19-13","2021","63.2"
"87","Maryland","33","27-6","2087","63.2"
"88","Miami (FL)","34","22-12","2154","63.4"
"89","Eastern Ky.","31","20-11","1965","63.4"
"","Syracuse","31","18-13","1965","63.4"
"91","Michigan St.","34","23-11","2156","63.4"
"92","Colorado St.","33","27-6","2095","63.5"
"93","Jackson St.","32","11-21","2032","63.5"
"","Mississippi St.","32","13-19","2032","63.5"
