"1","Gonzaga","33","30-3","2932","88.8","2147","65.1","23.8"
"2","Wofford","33","29-4","2739","83.0","2165","65.6","17.4"
"3","Virginia","32","29-3","2299","71.8","1762","55.1","16.8"
"4","Duke","34","29-5","2839","83.5","2297","67.6","15.9"
"5","Murray St.","31","27-4","2582","83.3","2101","67.8","15.5"
"6","Buffalo","34","31-3","2888","84.9","2398","70.5","14.4"
"7","Houston","34","31-3","2571","75.6","2082","61.2","14.4"
"8","Lipscomb","33","26-7","2759","83.6","2290","69.4","14.2"
"9","Nevada","33","29-4","2662","80.7","2198","66.6","14.1"
"10","New Mexico St.","34","30-4","2657","78.1","2181","64.1","14.0"
"11","Texas Tech","32","26-6","2339","73.1","1897","59.3","13.8"
"12","Belmont","32","27-5","2791","87.2","2360","73.8","13.5"
"13","Michigan St.","34","28-6","2680","78.8","2228","65.5","13.3"
"14","Liberty","34","28-6","2516","74.0","2066","60.8","13.2"
"15","North Carolina","33","27-6","2840","86.1","2405","72.9","13.2"
"16","Tennessee","34","29-5","2781","81.8","2334","68.6","13.1"
"17","Utah St.","34","28-6","2690","79.1","2271","66.8","12.3"
"18","Furman","32","25-7","2492","77.9","2106","65.8","12.1"
"19","Virginia Tech","32","24-8","2368","74.0","1987","62.1","11.9"
"20","Michigan","34","28-6","2393","70.4","1991","58.6","11.8"
"21","Auburn","35","26-9","2785","79.6","2384","68.1","11.5"
"22","Abilene Christian","33","27-6","2458","74.5","2082","63.1","11.4"
"23","Kentucky","33","27-6","2532","76.7","2159","65.4","11.3"
"24","Vermont","33","27-6","2439","73.9","2067","62.6","11.3"
"25","South Dakota St.","33","24-9","2789","84.5","2425","73.5","11.0"
"26","Hofstra","35","27-8","2919","83.4","2553","72.9","10.5"
"27","ETSU","33","24-9","2613","79.2","2269","68.8","10.4"
"28","Northern Ky.","34","26-8","2690","79.1","2338","68.8","10.4"
"29","VCU","32","25-7","2286","71.4","1971","61.6","9.8"
"30","UC Irvine","35","30-5","2551","72.9","2216","63.3","9.6"
