"1","Houston","31","3","91.2"
"","Buffalo","31","3","91.2"
"3","Gonzaga","30","3","90.9"
"4","Virginia","29","3","90.6"
"5","New Mexico St.","30","4","88.2"
"6","Nevada","29","4","87.9"
"","Wofford","29","4","87.9"
"8","Murray St.","27","4","87.1"
"9","UC Irvine","30","5","85.7"
"10","Tennessee","29","5","85.3"
"","Duke","29","5","85.3"
"12","Belmont","27","5","84.4"
"13","UNC Greensboro","29","6","82.9"
"14","Liberty","28","6","82.4"
"","Utah St.","28","6","82.4"
"","Michigan St.","28","6","82.4"
"","Cincinnati","28","6","82.4"
"","Michigan","28","6","82.4"
"19","North Carolina","27","6","81.8"
"","Kentucky","27","6","81.8"
"","Abilene Christian","27","6","81.8"
"","Vermont","27","6","81.8"
"23","Texas Tech","26","6","81.3"
"","LSU","26","6","81.3"
"25","Florida St.","27","7","79.4"
"26","Lipscomb","26","7","78.8"
"27","Toledo","25","7","78.1"
"","Furman","25","7","78.1"
"","VCU","25","7","78.1"
"30","Hofstra","27","8","77.1"
"31","Washington","26","8","76.5"
"","Old Dominion","26","8","76.5"
"","Northern Ky.","26","8","76.5"
"","Montana","26","8","76.5"
"35","Yale","22","7","75.9"
"36","Kansas St.","25","8","75.8"
"37","Stony Brook","24","8","75.0"
"","Virginia Tech","24","8","75.0"
"39","Auburn","26","9","74.3"
"40","UCF","23","8","74.2"
"41","Kansas","25","9","73.5"
"","Utah Valley","25","9","73.5"
"","Villanova","25","9","73.5"
"44","Col. of Charleston","24","9","72.7"
"","Georgia St.","24","9","72.7"
"","Jacksonville St.","24","9","72.7"
"","Texas St.","24","9","72.7"
"","ETSU","24","9","72.7"
"","Marquette","24","9","72.7"
"","South Dakota St.","24","9","72.7"
"","Drake","24","9","72.7"
"52","Purdue","23","9","71.9"
"","Fresno St.","23","9","71.9"
"54","Davidson","24","10","70.6"
"","Colgate","24","10","70.6"
"56","Wisconsin","23","10","69.7"
"","Temple","23","10","69.7"
"","Northeastern","23","10","69.7"
"","Mississippi St.","23","10","69.7"
"60","Arizona St.","22","10","68.8"
"","Maryland","22","10","68.8"
"","Kent St.","22","10","68.8"
"","UC Santa Barbara","22","10","68.8"
"64","San Francisco","21","10","67.7"
"65","Gardner-Webb","23","11","67.6"
"","NC State","23","11","67.6"
"","Central Mich.","23","11","67.6"
"","Iowa St.","23","11","67.6"
"69","Austin Peay","22","11","66.7"
"","Saint Mary's (CA)","22","11","66.7"
"","Radford","22","11","66.7"
"","Iowa","22","11","66.7"
"73","Oregon","23","12","65.7"
"","Saint Louis","23","12","65.7"
"75","Sam Houston St.","21","11","65.6"
"","Northern Colo.","21","11","65.6"
"","Omaha","21","11","65.6"
"78","Bowling Green","22","12","64.7"
"","Colorado","22","12","64.7"
"","NJIT","22","12","64.7"
"81","Loyola Marymount","20","11","64.5"
"","Lehigh","20","11","64.5"
"83","Bucknell","21","12","63.6"
"","Ga. Southern","21","12","63.6"
"","St. John's (NY)","21","12","63.6"
"","Dayton","21","12","63.6"
"","North Texas","21","12","63.6"
"88","Brown","19","11","63.3"
"89","Prairie View","22","13","62.9"
"","Memphis","22","13","62.9"
"91","Southern Miss.","20","12","62.5"
"","Ole Miss","20","12","62.5"
"93","Harvard","18","11","62.1"
"94","Fairleigh Dickinson","21","13","61.8"
"","UMBC","21","13","61.8"
"","Minnesota","21","13","61.8"
"","Texas Southern","21","13","61.8"
