"1","Winthrop","30","18-12","372","12.4"
"2","The Citadel","30","12-18","370","12.3"
"3","Savannah St.","31","11-20","351","11.3"
"4","Auburn","35","26-9","396","11.3"
"5","Quinnipiac","31","16-15","348","11.2"
"6","Wofford","33","29-4","364","11.0"
"7","Presbyterian","33","18-15","361","10.9"
"8","Purdue Fort Wayne","33","18-15","360","10.9"
"9","Creighton","33","19-14","357","10.8"
"10","Fresno St.","32","23-9","342","10.7"
"11","Villanova","34","25-9","361","10.6"
"12","Elon","32","11-21","335","10.5"
"13","Nicholls St.","31","14-17","324","10.5"
"14","Belmont","32","27-5","334","10.4"
"15","Furman","32","25-7","330","10.3"
"16","VMI","32","11-21","323","10.1"
"17","Marshall","34","20-14","340","10.0"
"","La.-Monroe","33","18-15","330","10.0"
"19","South Dakota St.","33","24-9","327","9.9"
"20","Charleston So.","32","17-15","317","9.9"
"21","Toledo","32","25-7","316","9.9"
"22","Georgia St.","33","24-9","324","9.8"
"23","Cleveland St.","31","10-21","303","9.8"
"24","Northeastern","33","23-10","322","9.8"
"","Hartford","33","18-15","322","9.8"
"26","Purdue","32","23-9","311","9.7"
"27","Utah","31","17-14","298","9.6"
"28","Northern Colo.","32","21-11","307","9.6"
"","Virginia Tech","32","24-8","307","9.6"
"30","Montana St.","32","15-17","306","9.6"
"31","Buffalo","34","31-3","325","9.6"
"32","North Dakota St.","33","18-15","315","9.5"
"33","Oakland","33","16-17","314","9.5"
"34","Campbell","33","20-13","313","9.5"
"35","Detroit Mercy","31","11-20","294","9.5"
"36","UIC","32","16-16","303","9.5"
"","Youngstown St.","32","12-20","303","9.5"
"38","Sam Houston St.","32","21-11","302","9.4"
"","Longwood","32","15-17","302","9.4"
"40","Marquette","33","24-9","311","9.4"
"","Bucknell","33","21-12","311","9.4"
"42","Washington St.","32","11-21","301","9.4"
"43","New Mexico St.","34","30-4","319","9.4"
"44","North Florida","33","16-17","308","9.3"
"","Lafayette","30","10-20","280","9.3"
"46","Lehigh","31","20-11","287","9.3"
"47","Western Caro.","32","7-25","296","9.3"
"48","Houston","34","31-3","313","9.2"
"","Pepperdine","34","16-18","313","9.2"
"50","UTSA","32","17-15","294","9.2"
"51","Davidson","34","24-10","312","9.2"
"52","Idaho St.","30","11-19","274","9.1"
"53","New Mexico","32","14-18","292","9.1"
"","Appalachian St.","32","11-21","292","9.1"
"55","Eastern Wash.","34","16-18","310","9.1"
"56","Penn","31","19-12","282","9.1"
"57","Chattanooga","32","12-20","290","9.1"
"58","Akron","33","17-16","297","9.0"
"","New Hampshire","29","5-24","261","9.0"
"60","Colgate","34","24-10","305","9.0"
"61","Northern Ky.","34","26-8","301","8.9"
"62","Nevada","33","29-4","292","8.8"
"63","Louisiana","32","19-13","283","8.8"
"64","Liberty","34","28-6","300","8.8"
"65","Lipscomb","33","26-7","291","8.8"
"66","Omaha","32","21-11","282","8.8"
"","Iona","32","17-15","282","8.8"
"68","Hofstra","35","27-8","308","8.8"
"","Dartmouth","30","11-19","264","8.8"
"70","Eastern Ky.","31","13-18","272","8.8"
"71","North Carolina","33","27-6","289","8.8"
"72","Butler","32","16-16","280","8.8"
"","Oklahoma St.","32","12-20","280","8.8"
"74","Siena","33","17-16","288","8.7"
"75","Fla. Atlantic","32","17-15","279","8.7"
"76","Texas","33","17-16","287","8.7"
"77","LIU Brooklyn","32","16-16","277","8.7"
"","Rice","32","13-19","277","8.7"
"79","Central Mich.","34","23-11","294","8.6"
"80","Louisville","33","20-13","285","8.6"
"","Radford","33","22-11","285","8.6"
"82","Fordham","32","12-20","276","8.6"
"83","Harvard","29","18-11","250","8.6"
"84","Mississippi St.","33","23-10","284","8.6"
"","North Texas","33","21-12","284","8.6"
"86","Hawaii","31","18-13","266","8.6"
"","Southeast Mo. St.","31","10-21","266","8.6"
"88","Albany (NY)","32","12-20","274","8.6"
"89","Delaware","33","17-16","282","8.5"
