"1","North Carolina","34","27-7","1479","43.5","1046","30.8","12.7"
"2","Saint Mary's (CA)","32","28-4","1140","35.6","841","26.3","9.3"
"3","SMU","34","30-4","1304","38.4","997","29.3","9.0"
"4","Baylor","32","25-7","1217","38.0","931","29.1","8.9"
"5","Wichita St.","34","30-4","1389","40.9","1087","32.0","8.9"
"6","UCF","32","21-11","1318","41.2","1038","32.4","8.8"
"7","Towson","33","20-13","1305","39.5","1043","31.6","7.9"
"8","George Mason","33","20-13","1337","40.5","1080","32.7","7.8"
"","Gonzaga","33","32-1","1330","40.3","1073","32.5","7.8"
"10","Indiana","34","18-16","1326","39.0","1078","31.7","7.3"
"","Albany (NY)","34","21-13","1227","36.1","979","28.8","7.3"
"12","Wagner","30","16-14","1184","39.5","967","32.2","7.2"
"13","UC Irvine","35","21-14","1392","39.8","1147","32.8","7.0"
"14","New Mexico St.","33","28-5","1312","39.8","1085","32.9","6.9"
"15","Utah","32","20-12","1217","38.0","998","31.2","6.8"
"16","Arizona","34","30-4","1250","36.8","1018","29.9","6.8"
"17","Purdue","32","25-7","1214","37.9","996","31.1","6.8"
"18","California","34","21-13","1323","38.9","1096","32.2","6.7"
"19","Seton Hall","32","21-11","1266","39.6","1053","32.9","6.7"
"20","Xavier","34","21-13","1278","37.6","1053","31.0","6.6"
"21","Wisconsin","34","25-9","1269","37.3","1055","31.0","6.3"
"22","FGCU","33","26-7","1243","37.7","1039","31.5","6.2"
"23","New Hampshire","32","20-12","1227","38.3","1033","32.3","6.1"
"24","Kent St.","35","22-13","1416","40.5","1206","34.5","6.0"
"25","Houston Baptist","31","17-14","1199","38.7","1016","32.8","5.9"
"26","Louisiana","33","21-12","1253","38.0","1059","32.1","5.9"
"27","Louisville","32","24-8","1270","39.7","1086","33.9","5.8"
"","LIU Brooklyn","32","20-12","1242","38.8","1058","33.1","5.8"
"29","Missouri St.","33","17-16","1212","36.7","1025","31.1","5.7"
"30","Old Dominion","31","19-12","1190","38.4","1015","32.7","5.6"
"31","Alabama","34","19-15","1326","39.0","1137","33.4","5.6"
"32","Mercer","32","15-17","1174","36.7","999","31.2","5.5"
"33","Kentucky","34","29-5","1366","40.2","1181","34.7","5.4"
"34","Navy","32","16-16","1134","35.4","960","30.0","5.4"
"35","BYU","33","22-11","1374","41.6","1196","36.2","5.4"
"36","Texas A&M","31","16-15","1197","38.6","1032","33.3","5.3"
"37","Purdue Fort Wayne","31","19-12","1170","37.7","1010","32.6","5.2"
"38","Middle Tenn.","34","30-4","1208","35.5","1035","30.4","5.1"
"39","Rutgers","33","15-18","1319","40.0","1157","35.1","4.9"
"","UT Martin","33","21-12","1247","37.8","1085","32.9","4.9"
"","George Washington","33","19-14","1218","36.9","1056","32.0","4.9"
"42","Morehead St.","30","14-16","1128","37.6","982","32.7","4.9"
"43","Northern Ky.","34","24-10","1279","37.6","1119","32.9","4.7"
"44","Buffalo","32","17-15","1295","40.5","1145","35.8","4.7"
"45","Tennessee St.","30","17-13","1118","37.3","978","32.6","4.7"
"46","Radford","32","14-18","1219","38.1","1070","33.4","4.7"
"47","Miami (FL)","32","21-11","1153","36.0","1007","31.5","4.6"
"48","Cincinnati","34","29-5","1264","37.2","1111","32.7","4.5"
"49","ETSU","34","27-7","1237","36.4","1086","31.9","4.4"
"50","Siena","34","17-17","1284","37.8","1135","33.4","4.4"
"51","SFA","32","18-14","1117","34.9","978","30.6","4.3"
"52","Rider","33","18-15","1331","40.3","1191","36.1","4.2"
"53","UCLA","33","29-4","1294","39.2","1155","35.0","4.2"
"54","Denver","30","16-14","1058","35.3","933","31.1","4.2"
"55","Valparaiso","33","24-9","1251","37.9","1114","33.8","4.2"
"56","Jacksonville St.","34","20-14","1221","35.9","1080","31.8","4.1"
"57","UT Arlington","33","25-8","1285","38.9","1150","34.8","4.1"
"58","Kansas","32","28-4","1243","38.8","1114","34.8","4.0"
"59","Gardner-Webb","33","19-14","1259","38.2","1127","34.2","4.0"
"","Toledo","33","17-16","1243","37.7","1111","33.7","4.0"
"","Vermont","34","29-5","1164","34.2","1028","30.2","4.0"
"62","UTSA","33","14-19","1292","39.2","1161","35.2","4.0"
"63","Nevada","34","28-6","1323","38.9","1191","35.0","3.9"
"","Oregon","34","29-5","1237","36.4","1105","32.5","3.9"
"65","CSU Bakersfield","32","23-9","1243","38.8","1119","35.0","3.9"
"","New Orleans","32","20-12","1140","35.6","1016","31.8","3.9"
"67","UNC Greensboro","34","25-9","1213","35.7","1083","31.9","3.8"
"68","Southeastern La.","32","16-16","1154","36.1","1033","32.3","3.8"
"69","Rice","33","22-11","1258","38.1","1134","34.4","3.8"
"70","Idaho","31","18-13","1148","37.0","1033","33.3","3.7"
"71","Villanova","34","31-3","1134","33.4","1012","29.8","3.6"
"72","Michigan St.","33","19-14","1211","36.7","1093","33.1","3.6"
"73","Florida St.","33","25-8","1245","37.7","1128","34.2","3.5"
"74","Louisiana Tech","33","23-10","1246","37.8","1130","34.2","3.5"
"75","Oklahoma St.","32","20-12","1175","36.7","1063","33.2","3.5"
"76","UIC","33","15-18","1309","39.7","1196","36.2","3.4"
