 


  
  

NCAA Men's Basketball
Division IWon-Lost Percentage
Through Games 03/14/2017


"Rank","Name","W","L","Pct"
"161","Loyola Maryland","31","15-16","471","684"
"","Saint Joseph's","31","11-20","471","725"
"","Bowling Green","32","13-19","471","706"
"164","Akron","34","26-8","470","691"
"","Canisius","34","18-16","470","639"
"166","Syracuse","32","18-14","469","639"
"","UT Arlington","33","25-8","469","693"
"","Southern Ill.","33","17-16","469","674"
"169","UTSA","33","14-19","468","703"
"170","Louisville","32","24-8","467","682"
"","Montana","32","16-16","467","621"
"172","Butler","31","23-8","466","630"
"173","Texas Tech","32","18-14","464","633"
"","Ohio St.","32","17-15","464","680"
"175","Prairie View","33","13-20","463","659"
"","San Diego St.","33","19-14","463","663"
"177","North Dakota St.","30","19-11","462","650"
"","Sacred Heart","32","13-19","462","659"
"","Eastern Ky.","31","12-19","462","655"
"180","Stanford","31","14-17","461","676"
"","Southeastern La.","32","16-16","461","675"
"182","Providence","32","20-12","460","666"
"","Duquesne","32","10-22","460","680"
"184","Appalachian St.","30","9-21","459","674"
"185","Bryant","32","12-20","458","636"
"","Notre Dame","34","25-9","458","573"
"","Charlotte","30","13-17","458","614"
"","Seton Hall","32","21-11","458","712"
"189","N.C. Central","33","25-8","457","671"
"","Missouri St.","33","17-16","457","652"
"191","Tulane","31","6-25","456","636"
"","Northwestern","34","23-11","456","607"
"","UMES","34","14-20","456","668"
"194","UNC Asheville","32","23-9","455","667"
"","New Hampshire","32","20-12","455","628"
"","Jacksonville St.","34","20-14","455","639"
"197","Quinnipiac","31","10-21","453","663"
"","Pacific","33","11-22","453","671"
"199","UMBC","30","18-12","452","616"
"","FGCU","33","26-7","452","644"
"201","San Jose St.","30","14-16","451","643"
"202","Michigan","35","24-11","450","581"
"","Vermont","34","29-5","450","641"
"204","Mercer","32","15-17","449","574"
"205","Lehigh","32","20-12","448","580"
"","Cincinnati","34","29-5","448","656"
"207","James Madison","33","10-23","446","623"
"","Georgia Tech","33","18-15","446","656"
"","UT Martin","33","21-12","446","643"
"","IUPUI","32","14-18","446","653"
"211","Marquette","31","19-12","445","571"
"212","TCU","34","19-15","444","646"
"","UCF","32","21-11","444","673"
"","Hampton","30","14-16","444","625"
"215","Massachusetts","33","15-18","443","671"
"","Idaho St.","31","5-26","443","648"
"217","Davidson","32","17-15","442","587"
"","East Carolina","33","15-18","442","673"
"","Florida A&M","30","7-23","442","671"
"220","UConn","33","16-17","441","619"
"","Northern Ariz.","32","9-23","441","645"
"","Western Ky.","32","15-17","441","657"
"223","Stetson","32","11-21","438","665"
"224","Stony Brook","31","18-13","437","605"
"225","San Diego","31","13-18","435","603"
"","Baylor","32","25-7","435","607"
"227","CSU Bakersfield","32","23-9","434","687"
"228","Northeastern","31","15-16","433","636"
"229","Hawaii","30","14-16","432","604"
"","Ohio","31","20-11","432","626"
"231","Little Rock","32","15-17","431","582"
"","Mississippi St.","32","16-16","431","627"
"","Miami (FL)","32","21-11","431","600"
"","Boston U.","32","18-14","431","619"
"235","UCLA","33","29-4","429","576"
"","Liberty","33","20-13","429","581"
"237","Sacramento St.","31","13-18","428","657"
"","Denver","30","16-14","428","583"
"","Charleston So.","31","12-19","428","643"
"240","Savannah St.","29","13-16","427","659"
"","Utah St.","31","14-17","427","609"
"242","Richmond","33","21-12","426","598"
"243","Utah","32","20-12","424","622"
"244","Mississippi Val.","32","7-25","423","651"
"245","Mt. St. Mary's","35","20-15","422","628"
"","UNC Greensboro","34","25-9","422","595"
"247","NJIT","31","11-20","421","599"
"248","Illinois","33","19-14","420","612"
"249","McNeese","29","7-22","418","610"
"","Drake","31","7-24","418","553"
"251","Texas St.","33","20-13","417","636"
"","UC Irvine","35","21-14","417","601"
"","LSU","31","10-21","417","599"
"","Jackson St.","32","14-18","417","619"
"255","Oral Roberts","30","8-22","416","548"
"","Georgia St.","32","20-12","416","636"
"257","Texas","33","11-22","414","637"
"258","UTEP","32","15-17","413","624"
"","Hartford","32","9-23","413","591"
"260","Middle Tenn.","34","30-4","412","590"
"261","Kennesaw St.","32","14-18","411","595"
"","Drexel","32","9-23","411","616"
"","Delaware","33","13-20","411","599"
"264","Wagner","30","16-14","410","593"
"","Saint Francis (PA)","33","17-16","410","589"
"","USC Upstate","32","17-15","410","627"
"267","North Texas","30","8-22","409","633"
"","Alabama A&M","29","2-27","409","614"
"269","Michigan St.","33","19-14","408","614"
"270","Wisconsin","34","25-9","407","632"
"271","Yale","29","18-11","405","553"
"","Seattle U","30","13-17","405","573"
"273","Youngstown St.","34","13-21","404","601"
"","Alabama St.","31","8-23","404","634"
"","Furman","32","21-11","404","586"
"276","Nebraska","31","12-19","403","568"
"277","St. Francis Brooklyn","31","4-27","400","616"
"","N.C. A&T","32","3-29","400","587"
"","Navy","32","16-16","400","624"
"280","Alcorn","32","18-14","399","612"
"","Chicago St.","32","6-26","399","569"
"282","Iowa St.","33","23-10","398","572"
"283","Saint Peter's","32","19-13","397","559"
"284","Saint Louis","33","12-21","396","597"
"285","Morehead St.","30","14-16","395","544"
"","Elon","32","18-14","395","577"
"287","Washington","31","9-22","394","602"
"288","Rutgers","33","15-18","393","631"
"289","Fla. Atlantic","30","10-20","392","558"
"","Indiana St.","31","11-20","392","576"
"291","Binghamton","32","12-20","391","555"
"","Creighton","34","25-9","391","573"
"293","Coastal Caro.","33","16-17","390","595"
"","Purdue Fort Wayne","31","19-12","390","531"
"","South Carolina St.","31","11-20","390","564"
"296","Old Dominion","31","19-12","387","602"
"","FIU","31","7-24","387","516"
"298","Belmont","28","22-6","386","502"
"299","Loyola Chicago","32","18-14","385","543"
"","Harvard","28","18-10","385","518"
"301","Colgate","32","10-22","384","567"
"302","UNI","30","14-16","381","520"
"303","Texas A&M","31","16-15","379","584"
"","Ark.-Pine Bluff","32","7-25","379","581"
"305","Boston College","32","9-23","378","556"
"","Illinois St.","33","27-6","378","572"
"307","Houston","31","21-10","376","527"
"","Oregon St.","32","5-27","376","569"
"309","Cleveland St.","31","9-22","374","541"
"310","Cal Poly","31","11-20","372","534"
"","Southern Miss.","31","9-22","372","526"
"312","Holy Cross","32","15-17","370","534"
"313","Washington St.","31","13-18","368","487"
"314","Bethune-Cookman","32","10-22","367","554"
"315","Temple","32","16-16","366","506"
"","Eastern Ill.","29","14-15","366","500"
"317","Maine","32","7-25","365","558"
"318","Delaware St.","32","10-22","359","545"
"319","Northern Colo.","29","11-18","357","591"
"320","Longwood","30","6-24","356","488"
"321","Milwaukee","35","11-24","355","538"
"322","Radford","32","14-18","353","530"
"323","Dartmouth","27","7-20","351","495"
"324","Lafayette","30","9-21","350","492"
"325","Army West Point","32","13-19","349","533"
"326","Pepperdine","31","9-22","348","543"
"327","Western Caro.","32","9-23","345","528"
"","VMI","30","6-24","345","500"
"329","Fordham","32","13-19","344","474"
"330","Fairfield","30","16-14","341","500"
"331","South Fla.","30","7-23","339","516"
"332","Cornell","29","8-21","338","484"
"","Saint Mary's (CA)","32","28-4","338","452"
"","Loyola Marymount","30","15-15","338","546"
"335","Western Ill.","28","8-20","336","475"
"","UC Riverside","28","7-21","336","481"
"337","La.-Monroe","33","9-24","333","498"
"338","Central Conn. St.","29","6-23","331","534"
"339","Santa Clara","33","17-16","330","451"
"340","Columbia","27","11-16","329","465"
"341","Presbyterian","30","5-25","321","468"
"342","San Francisco","32","20-12","314","500"
"343","Virginia","32","22-10","313","442"
"344","UC Santa Barbara","28","6-22","303","478"
"345","Princeton","29","23-6","301","410"
"346","American","30","8-22","293","474"
"347","Penn","28","13-15","274","417"
Reclassifying
"NR","Incarnate Word","29","12-17","507","731"
"NR","Grand Canyon","31","22-9","497","747"
"NR","UMass Lowell","31","11-20","417","567"
"NR","Abilene Christian","29","13-16","360","544"

NCAA Men's Basketball
Division I3-pt Field Goal Attempts
Through Games 03/14/2017


"Rank","Name","GM","W-L","3FG","3FGA"
"1","Savannah St.","29","13-16","392","1182"
"2","The Citadel","33","12-21","397","1166"
"3","Central Mich.","32","16-16","399","1115"
"4","Marshall","35","20-15","356","962"
"5","Akron","34","26-8","347","928"
"","Lipscomb","33","20-13","340","928"
"7","Wyoming","32","18-14","307","898"
"8","Arizona St.","33","15-18","328","896"
"9","Vanderbilt","34","19-15","337","895"
"10","UNCW","34","29-5","326","891"
"11","Elon","32","18-14","308","868"
"12","South Dakota St.","34","18-16","313","863"
"13","Michigan","35","24-11","328","860"
"14","Davidson","32","17-15","292","856"
"15","Utah Valley","31","15-16","272","855"
"16","Montana St.","32","16-16","320","853"
"17","Troy","36","22-14","306","845"
"18","Coastal Caro.","33","16-17","284","842"
"19","North Florida","34","15-19","295","841"
"20","Liberty","33","20-13","302","840"
"21","Iona","34","22-12","332","836"
"22","Canisius","34","18-16","309","832"
"","Santa Clara","33","17-16","318","832"
"24","Belmont","28","22-6","281","831"
"25","Notre Dame","34","25-9","320","830"
"26","UT Arlington","33","25-8","279","829"
"27","Northern Ky.","34","24-10","292","827"
"28","Army West Point","32","13-19","291","825"
"29","UTRGV","32","10-22","276","821"
"30","Purdue Fort Wayne","31","19-12","333","819"
"31","San Francisco","32","20-12","292","818"
"","Iowa St.","33","23-10","329","818"
"33","Southern Utah","33","6-27","291","816"
"34","Winthrop","32","26-6","304","814"
"35","Monmouth","34","27-7","303","813"
"36","Jacksonville","33","17-16","327","812"
"37","Ga. Southern","32","18-14","300","811"
"","Nevada","34","28-6","312","811"
"39","Villanova","34","31-3","300","810"
"40","UCLA","33","29-4","327","807"
"","Temple","32","16-16","287","807"
"42","Nicholls St.","31","14-17","278","805"
"","Ball St.","33","21-12","305","805"
"44","Murray St.","33","16-17","289","803"
"45","Rice","33","22-11","311","800"
"46","UMKC","33","17-16","295","797"
"","USC Upstate","32","17-15","280","797"
"48","St. Francis Brooklyn","31","4-27","221","792"
"","Hofstra","32","15-17","291","792"
"50","Fordham","32","13-19","264","791"
"51","Auburn","32","18-14","289","789"
"","Massachusetts","33","15-18","234","789"
"53","VMI","30","6-24","248","786"
"54","Drake","31","7-24","270","784"
"55","Milwaukee","35","11-24","272","782"
"56","Kent St.","35","22-13","248","781"
"57","UNC Greensboro","34","25-9","301","778"
"58","Hartford","32","9-23","263","777"
"59","Indiana","34","18-16","295","776"
"60","NJIT","31","11-20","258","775"
"61","Boston U.","32","18-14","274","773"
"","Oregon","34","29-5","292","773"
"63","Wofford","33","16-17","311","771"
"64","Stetson","32","11-21","261","770"
"65","Duke","35","27-8","288","766"
"66","UMES","34","14-20","262","765"
"","Omaha","32","18-14","297","765"
"68","UT Martin","33","21-12","266","763"
"","St. John's (NY)","33","14-19","278","763"
"70","Cal Poly","31","11-20","258","759"
"71","Princeton","29","23-6","290","758"
"72","Seattle U","30","13-17","260","757"
"73","Furman","32","21-11","293","755"
"","Ole Miss","34","21-13","262","755"
"","Marquette","31","19-12","325","755"
"76","Youngstown St.","34","13-21","250","750"
"77","Richmond","33","21-12","257","749"
"","Wright St.","32","20-12","285","749"
"79","Illinois St.","33","27-6","271","747"
"80","Northern Ariz.","32","9-23","239","745"
"81","Appalachian St.","30","9-21","251","744"
"","Creighton","34","25-9","297","744"
"83","Campbell","35","18-17","275","743"
"","Fairfield","30","16-14","249","743"
"","Tennessee Tech","32","12-20","241","743"
"","IUPUI","32","14-18","288","743"
"87","Ohio","31","20-11","285","742"
"","Missouri St.","33","17-16","270","742"
"89","Drexel","32","9-23","256","741"
"","San Diego","31","13-18","258","741"
"91","William & Mary","31","17-14","283","740"
"92","Missouri","32","8-24","225","739"
"93","Iowa","32","18-14","274","738"
"94","Syracuse","32","18-14","283","737"
"95","San Diego St.","33","19-14","233","736"
"","Northern Colo.","29","11-18","254","736"
"","Marist","32","8-24","245","736"
"98","N.C. Central","33","25-8","250","735"
"","Stony Brook","31","18-13","245","735"
"100","Bucknell","34","26-8","277","734"
"","Cincinnati","34","29-5","252","734"
"102","Eastern Ky.","31","12-19","235","733"
"103","Colorado St.","35","24-11","251","732"
"","Colgate","32","10-22","271","732"
"105","Maryland","32","24-8","265","730"
"","Jackson St.","32","14-18","218","730"
"107","Pittsburgh","33","16-17","263","729"
"108","Northeastern","31","15-16","267","728"
"","Air Force","33","12-21","264","728"
"110","Buffalo","32","17-15","240","727"
"","Delaware St.","32","10-22","263","727"
"","New Hampshire","32","20-12","256","727"
"113","Indiana St.","31","11-20","254","725"
"","UMBC","30","18-12","287","725"
"","New Mexico St.","33","28-5","244","725"
"","Wichita St.","34","30-4","296","725"
"117","Wisconsin","34","25-9","257","723"
"118","Lamar University","33","19-14","259","720"
"","Cornell","29","8-21","244","720"
"120","Southeast Mo. St.","33","15-18","263","716"
"","Radford","32","14-18","247","716"
"","Oklahoma St.","32","20-12","287","716"
"123","Eastern Wash.","33","22-11","270","715"
"124","Oakland","33","25-8","236","714"
"125","La.-Monroe","33","9-24","237","713"
"","Southern California","33","24-9","259","713"
"127","Bethune-Cookman","32","10-22","228","712"
"128","Louisiana Tech","33","23-10","257","711"
"","Mississippi St.","32","16-16","247","711"
"","West Virginia","34","26-8","257","711"
"131","Alabama","34","19-15","225","710"
"132","Mt. St. Mary's","35","20-15","256","709"
"","Purdue","32","25-7","288","709"
"","Cleveland St.","31","9-22","219","709"
"135","Coppin St.","32","8-24","225","708"
"136","Northwestern","34","23-11","241","707"
"137","Saint Mary's (CA)","32","28-4","282","706"
"138","UC Irvine","35","21-14","252","704"
"","Toledo","33","17-16","256","704"
"140","Virginia Tech","32","22-10","283","703"
"","Xavier","34","21-13","239","703"
"142","South Alabama","32","14-18","223","702"
"","Bryant","32","12-20","237","702"
"","UNI","30","14-16","229","702"
"145","Boise St.","31","20-11","247","701"
"146","George Washington","33","19-14","260","700"
"","Quinnipiac","31","10-21","228","700"
"","La Salle","30","15-15","255","700"
"149","Mercer","32","15-17","244","698"
"150","Wake Forest","33","19-14","268","697"
"","Weber St.","32","19-13","291","697"
"","Portland St.","31","15-16","238","697"
"153","Eastern Ill.","29","14-15","259","696"
"154","Penn","28","13-15","234","690"
"155","Michigan St.","33","19-14","259","689"
"","Lehigh","32","20-12","270","689"
"","Kansas","32","28-4","279","689"
"158","TCU","34","19-15","242","688"
"159","Samford","35","20-15","274","687"
"160","Holy Cross","32","15-17","236","685"
"","Florida","32","24-8","248","685"
"","Colorado","33","19-14","241","685"
"","Binghamton","32","12-20","248","685"
"164","Boston College","32","9-23","256","684"
"165","Tulane","31","6-25","221","683"
"","Tulsa","32","15-17","234","683"
"167","Saint Francis (PA)","33","17-16","266","682"
"","SMU","34","30-4","277","682"
"169","Chicago St.","32","6-26","212","681"
"170","Kentucky","34","29-5","240","679"
"","Penn St.","33","15-18","230","679"
"172","Prairie View","33","13-20","237","678"
"173","Duquesne","32","10-22","226","677"
"174","Detroit Mercy","31","8-23","251","675"
"175","Alabama St.","31","8-23","200","674"
"176","Louisiana","33","21-12","231","673"
"177","Saint Louis","33","12-21","230","672"
"","North Carolina","34","27-7","246","672"
"179","Illinois","33","19-14","249","671"
"180","UIC","33","15-18","244","670"
"","Navy","32","16-16","206","670"
"","Col. of Charleston","35","25-10","220","670"
"183","Clemson","33","17-16","239","669"
"","Alcorn","32","18-14","222","669"
"","Sam Houston St.","34","21-13","212","669"
"","Valparaiso","33","24-9","217","669"
"","ETSU","34","27-7","256","669"
"","Charleston So.","31","12-19","228","669"
"189","East Carolina","33","15-18","214","668"
"","Saint Peter's","32","19-13","256","668"
"","Texas Southern","34","23-11","198","668"
"192","Montana","32","16-16","238","667"
"","Niagara","33","10-23","244","667"
"","Georgia St.","32","20-12","240","667"
"","Chattanooga","31","19-12","231","667"
"196","Loyola Chicago","32","18-14","259","666"
"","Jacksonville St.","34","20-14","248","666"
"","UNLV","32","11-21","213","666"
"","Houston","31","21-10","261","666"
"","UCF","32","21-11","231","666"
"201","Maine","32","7-25","212","665"
"","Brown","30","13-17","244","665"
"","Kansas St.","34","21-13","240","665"
"204","California","34","21-13","226","664"
"205","Norfolk St.","34","17-17","225","663"
"206","Lafayette","30","9-21","221","661"
"207","Idaho St.","31","5-26","237","660"
"208","Hawaii","30","14-16","214","658"
"209","Southern Miss.","31","9-22","200","655"
"210","Western Ill.","28","8-20","254","654"
"211","UNC Asheville","32","23-9","258","652"
"","Butler","31","23-8","237","652"
"213","Idaho","31","18-13","239","651"
"214","Dayton","31","24-7","251","649"
"215","Miami (OH)","32","11-21","199","647"
"216","Harvard","28","18-10","229","645"
"217","Bowling Green","32","13-19","220","644"
"","Delaware","33","13-20","196","644"
"219","Fla. Atlantic","30","10-20","204","640"
"","Austin Peay","30","11-19","227","640"
"221","Washington","31","9-22","226","639"
"","South Carolina","32","22-10","216","639"
"","South Dakota","33","22-11","217","639"
"224","Florida St.","33","25-8","227","637"
"","Manhattan","32","10-22","209","637"
"226","BYU","33","22-11","219","636"
"","Louisville","32","24-8","228","636"
"228","NC State","32","15-17","226","635"
"229","Gonzaga","33","32-1","241","631"
"230","Charlotte","30","13-17","237","630"
"","North Dakota St.","30","19-11","232","630"
"232","James Madison","33","10-23","208","629"
"233","UConn","33","16-17","223","628"
"234","Providence","32","20-12","230","625"
"235","Ark.-Pine Bluff","32","7-25","208","621"
"236","Texas","33","11-22","181","620"
"237","Utah St.","31","14-17","234","618"
"238","Eastern Mich.","33","16-17","211","616"
"","Long Beach St.","34","15-19","216","616"
"240","Central Ark.","32","8-24","230","614"
"","Loyola Marymount","30","15-15","217","614"
"242","Memphis","32","19-13","181","613"
"243","N.C. A&T","32","3-29","200","610"
"","Arkansas","34","25-9","222","610"
"245","Bradley","33","13-20","217","609"
"","Rhode Island","33","24-9","207","609"
"","Utah","32","20-12","215","609"
"248","FGCU","33","26-7","213","608"
"","UTSA","33","14-19","172","608"
"250","Fairleigh Dickinson","30","11-19","201","606"
"251","Western Ky.","32","15-17","214","605"
"","Cal St. Fullerton","31","17-14","190","605"
"253","Baylor","32","25-7","216","601"
"254","Little Rock","32","15-17","207","599"
"","UC Davis","34","22-12","212","599"
"256","Texas St.","33","20-13","204","598"
"257","Sacred Heart","32","13-19","200","597"
"258","Hampton","30","14-16","190","596"
"259","Vermont","34","29-5","219","594"
"260","Southeastern La.","32","16-16","215","593"
"261","Western Caro.","32","9-23","182","592"
"","Ohio St.","32","17-15","211","592"
"","CSU Bakersfield","32","23-9","200","592"
"264","Howard","34","10-24","172","591"
"","Green Bay","31","18-13","193","591"
"266","Middle Tenn.","34","30-4","217","590"
"","Georgetown","32","14-18","206","590"
"","Minnesota","33","24-9","203","590"
"","SFA","32","18-14","189","590"
"270","VCU","34","26-8","197","589"
"271","Oral Roberts","30","8-22","216","588"
"","McNeese","29","7-22","195","588"
"273","Columbia","27","11-16","211","587"
"274","Oregon St.","32","5-27","203","586"
"275","LSU","31","10-21","196","584"
"276","Yale","29","18-11","208","583"
"277","UAB","33","17-16","203","582"
"","North Texas","30","8-22","186","582"
"279","Grambling","33","16-17","184","581"
"280","Seton Hall","32","21-11","196","580"
"281","Arkansas St.","32","20-12","220","579"
"","Tennessee","32","16-16","189","579"
"283","South Carolina St.","31","11-20","185","578"
"","Fresno St.","32","20-12","202","578"
"285","St. Bonaventure","32","20-12","201","577"
"286","Arizona","34","30-4","229","576"
"287","Texas Tech","32","18-14","212","575"
"","Houston Baptist","31","17-14","195","575"
"289","Washington St.","31","13-18","209","574"
"","San Jose St.","30","14-16","200","574"
"","Robert Morris","33","14-19","183","574"
"","Texas A&M","31","16-15","189","574"
"293","Portland","33","11-22","214","573"
"294","Miami (FL)","32","21-11","205","571"
"295","Virginia","32","22-10","224","570"
"296","Longwood","30","6-24","186","568"
"","Siena","34","17-17","186","568"
"","Morehead St.","30","14-16","219","568"
"299","DePaul","32","9-23","184","564"
"","Western Mich.","32","16-16","209","564"
"301","Dartmouth","27","7-20","199","563"
"","North Dakota","31","22-9","218","563"
"303","Nebraska","31","12-19","179","560"
"","Pacific","33","11-22","185","560"
"305","Oklahoma","31","11-20","192","559"
"306","Denver","30","16-14","223","555"
"307","Southern Ill.","33","17-16","175","554"
"","Northwestern St.","29","13-16","203","554"
"309","Gardner-Webb","33","19-14","209","552"
"","Wagner","30","16-14","183","552"
"311","FIU","31","7-24","181","545"
"312","Morgan St.","30","14-16","159","541"
"313","Rider","33","18-15","179","539"
"314","Florida A&M","30","7-23","187","538"
"315","Saint Joseph's","31","11-20","174","537"
"316","LIU Brooklyn","32","20-12","184","534"
"317","UC Santa Barbara","28","6-22","154","531"
"318","American","30","8-22","168","529"
"319","George Mason","33","20-13","177","525"
"320","Presbyterian","30","5-25","181","523"
"321","UC Riverside","28","7-21","166","522"
"322","Georgia","33","19-14","171","521"
"323","High Point","31","15-16","196","520"
"324","UTEP","32","15-17","180","517"
"325","Northern Ill.","32","15-17","161","516"
"326","Southern U.","33","15-18","163","511"
"327","Mississippi Val.","32","7-25","174","508"
"328","Sacramento St.","31","13-18","160","506"
"329","South Fla.","30","7-23","174","503"
"330","Rutgers","33","15-18","152","502"
"","A&M-Corpus Christi","31","20-11","167","502"
"332","Tennessee St.","30","17-13","170","501"
"333","Towson","33","20-13","155","499"
"334","Albany (NY)","34","21-13","183","495"
"","Kennesaw St.","32","14-18","206","495"
"336","Loyola Maryland","31","15-16","162","492"
"337","Stanford","31","14-17","157","490"
"338","SIUE","30","6-24","142","486"
"339","Old Dominion","31","19-12","157","485"
"340","Pepperdine","31","9-22","178","482"
"341","Georgia Tech","33","18-15","151","457"
"","Alabama A&M","29","2-27","125","457"
"343","New Mexico","31","17-14","145","444"
"344","New Orleans","32","20-12","139","438"
"345","Central Conn. St.","29","6-23","146","416"
"346","CSUN","30","11-19","145","415"
"347","Evansville","33","16-17","127","347"
Reclassifying
"NR","UMass Lowell","31","11-20","258","662"
"NR","Grand Canyon","31","22-9","205","619"
"NR","Incarnate Word","29","12-17","233","601"
"NR","Abilene Christian","29","13-16","207","550"

NCAA Men's Basketball
Division ITotal 3-point FGM
Through Games 03/14/2017


"Rank","Name","GM","W-L","3FG","3FGA"
"1","Central Mich.","32","16-16","399","1115"
"2","The Citadel","33","12-21","397","1166"
"3","Savannah St.","29","13-16","392","1182"
"4","Marshall","35","20-15","356","962"
"5","Akron","34","26-8","347","928"
"6","Lipscomb","33","20-13","340","928"
"7","Vanderbilt","34","19-15","337","895"
"8","Purdue Fort Wayne","31","19-12","333","819"
"9","Iona","34","22-12","332","836"
"10","Iowa St.","33","23-10","329","818"
"11","Michigan","35","24-11","328","860"
"","Arizona St.","33","15-18","328","896"
"13","UCLA","33","29-4","327","807"
"","Jacksonville","33","17-16","327","812"
"15","UNCW","34","29-5","326","891"
"16","Marquette","31","19-12","325","755"
"17","Notre Dame","34","25-9","320","830"
"","Montana St.","32","16-16","320","853"
"19","Santa Clara","33","17-16","318","832"
"20","South Dakota St.","34","18-16","313","863"
"21","Nevada","34","28-6","312","811"
"22","Rice","33","22-11","311","800"
"","Wofford","33","16-17","311","771"
"24","Canisius","34","18-16","309","832"
"25","Elon","32","18-14","308","868"
"26","Wyoming","32","18-14","307","898"
"27","Troy","36","22-14","306","845"
"28","Ball St.","33","21-12","305","805"
"29","Winthrop","32","26-6","304","814"
"30","Monmouth","34","27-7","303","813"
"31","Liberty","33","20-13","302","840"
"32","UNC Greensboro","34","25-9","301","778"
"33","Ga. Southern","32","18-14","300","811"
"","Villanova","34","31-3","300","810"
"35","Creighton","34","25-9","297","744"
"","Omaha","32","18-14","297","765"
"37","Wichita St.","34","30-4","296","725"
"38","UMKC","33","17-16","295","797"
"","Indiana","34","18-16","295","776"
"","North Florida","34","15-19","295","841"
"41","Furman","32","21-11","293","755"
"42","Northern Ky.","34","24-10","292","827"
"","Oregon","34","29-5","292","773"
"","San Francisco","32","20-12","292","818"
"","Davidson","32","17-15","292","856"
"46","Army West Point","32","13-19","291","825"
"","Southern Utah","33","6-27","291","816"
"","Weber St.","32","19-13","291","697"
"","Hofstra","32","15-17","291","792"
"50","Princeton","29","23-6","290","758"
"51","Auburn","32","18-14","289","789"
"","Murray St.","33","16-17","289","803"
"53","Purdue","32","25-7","288","709"
"","IUPUI","32","14-18","288","743"
"","Duke","35","27-8","288","766"
"56","UMBC","30","18-12","287","725"
"","Oklahoma St.","32","20-12","287","716"
"","Temple","32","16-16","287","807"
"59","Ohio","31","20-11","285","742"
"","Wright St.","32","20-12","285","749"
"61","Coastal Caro.","33","16-17","284","842"
"62","Syracuse","32","18-14","283","737"
"","Virginia Tech","32","22-10","283","703"
"","William & Mary","31","17-14","283","740"
"65","Saint Mary's (CA)","32","28-4","282","706"
"66","Belmont","28","22-6","281","831"
"67","USC Upstate","32","17-15","280","797"
"68","UT Arlington","33","25-8","279","829"
"","Kansas","32","28-4","279","689"
"70","Nicholls St.","31","14-17","278","805"
"","St. John's (NY)","33","14-19","278","763"
"72","SMU","34","30-4","277","682"
"","Bucknell","34","26-8","277","734"
"74","UTRGV","32","10-22","276","821"
"75","Campbell","35","18-17","275","743"
"76","Boston U.","32","18-14","274","773"
"","Samford","35","20-15","274","687"
"","Iowa","32","18-14","274","738"
"79","Milwaukee","35","11-24","272","782"
"","Utah Valley","31","15-16","272","855"
"81","Colgate","32","10-22","271","732"
"","Illinois St.","33","27-6","271","747"
"83","Lehigh","32","20-12","270","689"
"","Missouri St.","33","17-16","270","742"
"","Drake","31","7-24","270","784"
"","Eastern Wash.","33","22-11","270","715"
"87","Wake Forest","33","19-14","268","697"
"88","Northeastern","31","15-16","267","728"
"89","Saint Francis (PA)","33","17-16","266","682"
"","UT Martin","33","21-12","266","763"
"91","Maryland","32","24-8","265","730"
"92","Air Force","33","12-21","264","728"
"","Fordham","32","13-19","264","791"
"94","Hartford","32","9-23","263","777"
"","Southeast Mo. St.","33","15-18","263","716"
"","Delaware St.","32","10-22","263","727"
"","Pittsburgh","33","16-17","263","729"
"98","UMES","34","14-20","262","765"
"","Ole Miss","34","21-13","262","755"
"100","Stetson","32","11-21","261","770"
"","Houston","31","21-10","261","666"
"102","Seattle U","30","13-17","260","757"
"","George Washington","33","19-14","260","700"
"104","Loyola Chicago","32","18-14","259","666"
"","Southern California","33","24-9","259","713"
"","Eastern Ill.","29","14-15","259","696"
"","Lamar University","33","19-14","259","720"
"","Michigan St.","33","19-14","259","689"
"109","San Diego","31","13-18","258","741"
"","Cal Poly","31","11-20","258","759"
"","UNC Asheville","32","23-9","258","652"
"","NJIT","31","11-20","258","775"
"113","Louisiana Tech","33","23-10","257","711"
"","Wisconsin","34","25-9","257","723"
"","West Virginia","34","26-8","257","711"
"","Richmond","33","21-12","257","749"
"117","Boston College","32","9-23","256","684"
"","ETSU","34","27-7","256","669"
"","Toledo","33","17-16","256","704"
"","Saint Peter's","32","19-13","256","668"
"","New Hampshire","32","20-12","256","727"
"","Mt. St. Mary's","35","20-15","256","709"
"","Drexel","32","9-23","256","741"
"124","La Salle","30","15-15","255","700"
"125","Western Ill.","28","8-20","254","654"
"","Indiana St.","31","11-20","254","725"
"","Northern Colo.","29","11-18","254","736"
"128","Cincinnati","34","29-5","252","734"
"","UC Irvine","35","21-14","252","704"
"130","Dayton","31","24-7","251","649"
"","Detroit Mercy","31","8-23","251","675"
"","Appalachian St.","30","9-21","251","744"
"","Colorado St.","35","24-11","251","732"
"134","Youngstown St.","34","13-21","250","750"
"","N.C. Central","33","25-8","250","735"
"136","Illinois","33","19-14","249","671"
"","Fairfield","30","16-14","249","743"
"138","Florida","32","24-8","248","685"
"","Binghamton","32","12-20","248","685"
"","Kent St.","35","22-13","248","781"
"","Jacksonville St.","34","20-14","248","666"
"","VMI","30","6-24","248","786"
"143","Boise St.","31","20-11","247","701"
"","Mississippi St.","32","16-16","247","711"
"","Radford","32","14-18","247","716"
"146","North Carolina","34","27-7","246","672"
"147","Marist","32","8-24","245","736"
